,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time,Cuisine1,Cuisine2,Cuisine3,Cuisine4,Cuisine5,Cuisine6,Cuisine7,Cuisine8
5607,26,200.0,50.0,3.5,45.0,23.0,30,16,68,69,69,69,69,69,69
5608,10,50.0,50.0,3.7,22.0,9.0,30,29,75,69,69,69,69,69,69
5609,17,200.0,50.0,3.8,0.0,0.0,30,26,73,31,69,69,69,69,69
5610,26,250.0,50.0,3.8,197.0,91.0,45,97,26,69,69,69,69,69,69
5611,14,200.0,50.0,3.5,28.0,5.0,30,73,68,69,69,69,69,69,69
5612,4,200.0,50.0,3.6,46.0,44.0,30,73,26,69,69,69,69,69,69
5613,34,150.0,50.0,0.0,0.0,0.0,30,16,73,69,69,69,69,69,69
5614,5,150.0,50.0,3.9,220.0,143.0,65,31,69,69,69,69,69,69,69
5615,28,600.0,99.0,3.5,292.0,168.0,30,26,68,73,69,69,69,69,69
5616,19,250.0,50.0,3.6,100.0,41.0,30,9,31,69,69,69,69,69,69
5617,19,200.0,50.0,0.0,0.0,0.0,30,73,26,31,69,69,69,69,69
5618,14,250.0,50.0,0.0,0.0,0.0,30,73,31,69,69,69,69,69,69
5619,17,150.0,50.0,0.0,0.0,0.0,30,73,4,69,69,69,69,69,69
5620,4,200.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
5621,14,200.0,50.0,3.9,74.0,11.0,30,77,31,69,69,69,69,69,69
5622,28,200.0,50.0,0.0,0.0,0.0,30,73,68,69,69,69,69,69,69
5623,19,150.0,99.0,4.0,60.0,47.0,65,9,29,69,69,69,69,69,69
5624,6,200.0,50.0,4.2,161.0,58.0,30,73,26,47,69,69,69,69,69
5625,14,200.0,50.0,3.2,8.0,0.0,30,26,73,69,69,69,69,69,69
5626,2,150.0,50.0,2.5,17.0,5.0,30,26,73,69,69,69,69,69,69
5627,1,200.0,50.0,3.7,49.0,8.0,30,73,69,69,69,69,69,69,69
5628,3,100.0,50.0,3.7,99.0,24.0,30,92,49,29,69,69,69,69,69
5629,10,150.0,50.0,3.0,4.0,0.0,30,31,92,69,69,69,69,69,69
5630,34,650.0,50.0,0.0,0.0,0.0,30,73,26,28,97,69,69,69,69
5631,34,200.0,50.0,3.7,324.0,125.0,30,73,26,69,69,69,69,69,69
5632,7,200.0,50.0,4.2,1882.0,1172.0,45,39,73,51,69,69,69,69,69
5633,5,200.0,50.0,3.4,13.0,8.0,30,31,47,14,69,69,69,69,69
5634,7,100.0,0.0,3.5,20.0,9.0,30,73,31,26,69,69,69,69,69
5635,17,150.0,50.0,4.2,383.0,235.0,30,42,29,14,69,69,69,69,69
5636,9,200.0,50.0,3.7,277.0,143.0,45,73,68,26,69,69,69,69,69
5637,24,200.0,50.0,3.3,10.0,5.0,30,31,29,69,69,69,69,69,69
5638,14,100.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
5639,30,200.0,50.0,0.0,0.0,0.0,30,29,42,69,69,69,69,69,69
5640,28,200.0,50.0,0.0,0.0,0.0,30,9,69,69,69,69,69,69,69
5641,7,200.0,50.0,4.1,1334.0,767.0,65,83,31,69,69,69,69,69,69
5642,18,400.0,50.0,3.8,226.0,52.0,30,73,26,31,14,69,69,69,69
5643,23,200.0,50.0,3.9,566.0,77.0,30,68,16,69,69,69,69,69,69
5644,6,200.0,50.0,3.1,4.0,1.0,30,68,16,69,69,69,69,69,69
5645,2,100.0,50.0,3.2,11.0,3.0,30,77,31,69,69,69,69,69,69
5646,17,150.0,50.0,3.5,22.0,6.0,45,88,73,26,69,69,69,69,69
5647,29,200.0,50.0,2.4,26.0,8.0,120,9,69,69,69,69,69,69,69
5648,19,200.0,50.0,3.9,363.0,163.0,30,73,69,69,69,69,69,69,69
5649,16,200.0,50.0,4.6,511.0,328.0,30,29,69,69,69,69,69,69,69
5650,29,250.0,50.0,3.9,814.0,251.0,65,16,51,69,69,69,69,69,69
5651,26,150.0,50.0,3.4,34.0,16.0,30,73,69,69,69,69,69,69,69
5652,1,200.0,50.0,3.3,0.0,0.0,30,73,26,69,69,69,69,69,69
5653,6,150.0,50.0,3.4,23.0,4.0,30,9,31,69,69,69,69,69,69
5654,14,200.0,99.0,4.4,366.0,209.0,30,73,26,69,69,69,69,69,69
5655,32,100.0,50.0,3.9,142.0,44.0,30,42,29,69,69,69,69,69,69
5656,34,200.0,50.0,3.1,9.0,5.0,30,20,2,31,69,69,69,69,69
5657,27,200.0,50.0,3.3,12.0,3.0,30,65,69,69,69,69,69,69,69
5658,15,200.0,50.0,3.6,22.0,10.0,45,73,26,88,31,69,69,69,69
5659,1,50.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
5660,16,300.0,50.0,3.9,248.0,91.0,30,22,26,69,69,69,69,69,69
5661,9,200.0,50.0,4.0,79.0,43.0,30,29,14,69,69,69,69,69,69
5662,5,300.0,50.0,2.7,10.0,5.0,30,73,26,68,69,69,69,69,69
5663,29,200.0,50.0,3.6,66.0,12.0,30,73,68,83,69,69,69,69,69
5664,30,200.0,50.0,3.6,45.0,22.0,30,73,26,51,69,69,69,69,69
5665,4,50.0,50.0,2.9,4.0,2.0,30,73,69,69,69,69,69,69,69
5666,4,100.0,50.0,3.0,5.0,1.0,30,73,69,69,69,69,69,69,69
5667,28,200.0,50.0,4.0,286.0,78.0,45,20,31,14,69,69,69,69,69
5668,7,200.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
5669,28,200.0,50.0,3.4,124.0,20.0,45,26,73,69,69,69,69,69,69
5670,7,100.0,50.0,3.7,81.0,31.0,30,9,29,31,69,69,69,69,69
5671,2,100.0,50.0,2.7,7.0,0.0,30,73,14,69,69,69,69,69,69
5672,21,550.0,50.0,4.0,897.0,529.0,30,28,91,84,69,69,69,69,69
5673,34,200.0,50.0,3.9,509.0,296.0,45,22,39,29,69,69,69,69,69
5674,15,300.0,99.0,3.8,591.0,125.0,45,41,73,26,14,69,69,69,69
5675,17,350.0,50.0,4.2,1723.0,1133.0,65,52,86,73,69,69,69,69,69
5676,15,200.0,99.0,3.0,8.0,4.0,30,73,26,69,69,69,69,69,69
5677,4,150.0,50.0,0.0,0.0,0.0,45,73,69,69,69,69,69,69,69
5678,14,350.0,50.0,3.0,4.0,0.0,30,28,39,69,69,69,69,69,69
5679,19,100.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
5680,10,100.0,50.0,3.6,51.0,24.0,30,92,69,69,69,69,69,69,69
5681,29,200.0,50.0,4.0,164.0,56.0,30,31,14,69,69,69,69,69,69
5682,23,150.0,50.0,3.9,76.0,22.0,45,9,29,42,69,69,69,69,69
5683,27,200.0,50.0,4.1,432.0,201.0,45,14,31,26,69,69,69,69,69
5684,17,100.0,50.0,3.6,10.0,7.0,30,49,69,69,69,69,69,69,69
5685,4,150.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
5686,30,300.0,50.0,4.1,347.0,96.0,45,16,3,69,69,69,69,69,69
5687,4,300.0,50.0,3.6,51.0,28.0,65,73,68,26,69,69,69,69,69
5688,10,200.0,50.0,0.0,0.0,0.0,30,73,26,28,69,69,69,69,69
5689,4,100.0,50.0,3.5,20.0,7.0,30,77,31,69,69,69,69,69,69
5690,10,100.0,50.0,3.6,23.0,14.0,30,42,14,69,69,69,69,69,69
5691,12,150.0,50.0,4.0,336.0,194.0,45,14,31,69,69,69,69,69,69
5692,19,250.0,50.0,3.0,5.0,0.0,30,31,68,26,69,69,69,69,69
5693,27,200.0,50.0,3.8,50.0,32.0,30,76,69,69,69,69,69,69,69
5694,4,200.0,50.0,3.6,93.0,51.0,45,73,68,26,69,69,69,69,69
5695,10,200.0,50.0,2.7,23.0,10.0,30,73,26,69,69,69,69,69,69
5696,34,150.0,50.0,3.4,13.0,10.0,45,92,31,14,69,69,69,69,69
5697,34,100.0,50.0,3.6,33.0,30.0,30,14,29,69,69,69,69,69,69
5698,29,800.0,50.0,4.5,2257.0,1708.0,45,73,28,26,47,32,67,69,69
5699,28,200.0,50.0,3.3,7.0,6.0,30,73,26,47,69,69,69,69,69
5700,26,150.0,50.0,3.3,93.0,13.0,65,16,26,73,69,69,69,69,69
5701,26,200.0,50.0,3.7,21.0,17.0,45,5,16,73,29,69,69,69,69
5702,31,200.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
5703,4,100.0,99.0,3.6,125.0,54.0,45,73,69,69,69,69,69,69,69
5704,7,250.0,50.0,3.9,198.0,64.0,45,73,68,26,67,69,69,69,69
5705,19,200.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
5706,1,150.0,50.0,3.6,194.0,35.0,30,73,69,69,69,69,69,69,69
5707,25,100.0,50.0,0.0,0.0,0.0,30,22,69,69,69,69,69,69,69
5708,30,200.0,50.0,3.9,73.0,58.0,20,73,16,85,83,69,69,69,69
5709,17,200.0,50.0,3.9,230.0,36.0,45,3,16,69,69,69,69,69,69
5710,11,100.0,50.0,3.2,10.0,1.0,30,73,16,13,26,83,69,69,69
5711,8,200.0,50.0,3.1,5.0,0.0,30,26,69,69,69,69,69,69,69
5712,26,1150.0,50.0,4.6,1038.0,774.0,30,73,69,69,69,69,69,69,69
5713,34,200.0,50.0,2.8,13.0,4.0,30,26,73,16,69,69,69,69,69
5714,15,300.0,50.0,4.5,1322.0,606.0,30,22,27,95,29,69,69,69,69
5715,16,100.0,50.0,4.2,185.0,60.0,45,92,31,14,69,69,69,69,69
5716,15,200.0,50.0,2.9,6.0,4.0,30,16,73,68,69,69,69,69,69
5717,17,500.0,99.0,3.8,1000.0,417.0,45,73,26,77,8,69,69,69,69
5718,31,150.0,50.0,0.0,0.0,0.0,30,29,31,69,69,69,69,69,69
5719,4,100.0,99.0,3.2,108.0,14.0,45,73,31,69,69,69,69,69,69
5720,16,200.0,99.0,4.0,279.0,169.0,45,22,47,69,69,69,69,69,69
5721,19,500.0,50.0,3.9,895.0,538.0,45,5,26,97,69,69,69,69,69
5722,17,150.0,50.0,3.8,186.0,79.0,45,73,69,69,69,69,69,69,69
5723,4,250.0,50.0,3.2,6.0,2.0,45,26,73,88,68,69,69,69,69
5724,28,150.0,50.0,3.1,7.0,1.0,30,73,69,69,69,69,69,69,69
5725,15,50.0,50.0,3.6,35.0,10.0,30,88,69,69,69,69,69,69,69
5726,4,150.0,50.0,3.5,53.0,20.0,65,9,31,69,69,69,69,69,69
5727,25,100.0,50.0,3.8,61.0,11.0,30,31,69,69,69,69,69,69,69
5728,14,100.0,50.0,3.7,89.0,84.0,30,73,31,14,69,69,69,69,69
5729,28,100.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
5730,34,100.0,50.0,4.3,375.0,159.0,45,31,95,69,69,69,69,69,69
5731,4,200.0,50.0,4.1,189.0,160.0,30,31,81,69,69,69,69,69,69
5732,19,200.0,50.0,3.1,76.0,36.0,45,31,26,69,69,69,69,69,69
5733,4,200.0,99.0,3.7,144.0,54.0,65,73,26,69,69,69,69,69,69
5734,17,200.0,50.0,3.8,116.0,36.0,65,73,88,26,69,69,69,69,69
5735,7,350.0,99.0,3.9,426.0,242.0,65,22,9,69,69,69,69,69,69
5736,17,200.0,50.0,4.4,420.0,187.0,45,29,14,22,42,39,69,69,69
5737,27,200.0,50.0,3.2,9.0,8.0,30,73,88,28,61,55,29,14,69
5738,5,150.0,50.0,3.5,30.0,4.0,30,73,26,69,69,69,69,69,69
5739,17,250.0,50.0,4.4,7661.0,2724.0,30,16,3,73,86,69,69,69,69
5740,17,250.0,99.0,3.7,48.0,23.0,45,73,26,69,69,69,69,69,69
5741,13,100.0,50.0,3.4,21.0,5.0,30,88,69,69,69,69,69,69,69
5742,17,200.0,50.0,3.6,17.0,2.0,30,73,31,88,16,85,49,83,39
5743,23,100.0,50.0,3.7,99.0,24.0,30,92,49,29,69,69,69,69,69
5744,29,100.0,99.0,3.4,25.0,18.0,65,9,69,69,69,69,69,69,69
5745,9,200.0,99.0,3.8,178.0,84.0,45,14,29,42,69,69,69,69,69
5746,26,200.0,50.0,3.1,13.0,1.0,45,3,69,69,69,69,69,69,69
5747,28,100.0,50.0,3.1,6.0,3.0,30,73,69,69,69,69,69,69,69
5748,4,250.0,50.0,0.0,0.0,0.0,30,73,68,26,69,69,69,69,69
5749,28,100.0,50.0,0.0,0.0,0.0,30,73,92,69,69,69,69,69,69
5750,27,200.0,50.0,3.2,20.0,8.0,30,73,26,69,69,69,69,69,69
5751,28,200.0,50.0,4.5,366.0,182.0,65,73,68,80,26,9,69,69,69
5752,21,150.0,50.0,2.8,5.0,2.0,65,73,69,69,69,69,69,69,69
5753,19,300.0,99.0,4.0,155.0,98.0,45,48,93,69,69,69,69,69,69
5754,26,100.0,50.0,4.0,57.0,38.0,30,9,31,69,69,69,69,69,69
5755,28,250.0,50.0,3.8,75.0,38.0,30,62,31,69,69,69,69,69,69
5756,8,150.0,99.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
5757,26,200.0,99.0,3.6,26.0,8.0,45,9,29,69,69,69,69,69,69
5758,14,200.0,50.0,3.5,21.0,3.0,30,73,26,31,88,69,69,69,69
5759,2,100.0,50.0,4.1,272.0,55.0,45,31,73,64,69,69,69,69,69
5760,28,200.0,50.0,3.9,104.0,44.0,30,22,20,47,69,69,69,69,69
5761,30,150.0,50.0,3.0,136.0,61.0,30,3,16,88,69,69,69,69,69
5762,4,200.0,50.0,3.7,70.0,46.0,30,26,73,29,69,69,69,69,69
5763,5,150.0,50.0,3.6,131.0,40.0,45,26,31,69,69,69,69,69,69
5764,6,200.0,50.0,3.8,106.0,10.0,30,73,69,69,69,69,69,69,69
5765,28,250.0,99.0,4.4,1563.0,872.0,65,31,14,69,69,69,69,69,69
5766,10,150.0,50.0,3.3,9.0,0.0,30,31,69,69,69,69,69,69,69
5767,8,100.0,50.0,4.0,81.0,42.0,30,73,69,69,69,69,69,69,69
5768,19,150.0,50.0,3.9,157.0,68.0,45,31,85,69,69,69,69,69,69
5769,10,500.0,50.0,3.8,36.0,18.0,30,73,26,69,69,69,69,69,69
5770,10,100.0,50.0,4.0,231.0,123.0,45,9,22,29,69,69,69,69,69
5771,16,100.0,50.0,3.5,12.0,1.0,30,92,31,69,69,69,69,69,69
5772,14,100.0,50.0,3.8,0.0,0.0,30,26,73,31,68,69,69,69,69
5773,4,200.0,50.0,3.4,15.0,9.0,30,16,73,68,69,69,69,69,69
5774,14,150.0,50.0,3.1,6.0,2.0,45,9,31,69,69,69,69,69,69
5775,5,200.0,50.0,0.0,0.0,0.0,30,26,31,69,69,69,69,69,69
5776,14,250.0,50.0,3.5,95.0,44.0,30,73,68,69,69,69,69,69,69
5777,21,150.0,50.0,3.6,18.0,10.0,30,31,9,29,69,69,69,69,69
5778,25,150.0,50.0,3.2,13.0,4.0,45,31,14,69,69,69,69,69,69
5779,30,200.0,50.0,3.9,93.0,47.0,30,88,73,26,69,69,69,69,69
5780,19,600.0,50.0,3.2,7.0,0.0,45,11,73,26,69,69,69,69,69
5781,3,50.0,50.0,0.0,0.0,0.0,30,92,31,14,29,65,69,69,69
5782,5,150.0,50.0,3.9,66.0,47.0,30,9,77,14,69,69,69,69,69
5783,28,150.0,50.0,3.7,23.0,10.0,30,83,67,69,69,69,69,69,69
5784,27,200.0,50.0,0.0,0.0,0.0,30,73,26,31,69,69,69,69,69
5785,2,200.0,50.0,3.7,227.0,130.0,45,73,69,69,69,69,69,69,69
5786,21,300.0,50.0,4.1,108.0,63.0,30,22,39,47,69,69,69,69,69
5787,28,200.0,50.0,3.8,551.0,161.0,45,2,31,69,69,69,69,69,69
5788,17,200.0,50.0,3.2,148.0,70.0,30,16,88,26,69,69,69,69,69
5789,9,150.0,50.0,4.1,226.0,119.0,45,67,69,69,69,69,69,69,69
5790,19,350.0,50.0,3.8,272.0,128.0,45,73,26,88,31,92,69,69,69
5791,10,150.0,50.0,3.7,55.0,20.0,30,26,77,31,69,69,69,69,69
5792,7,200.0,50.0,3.7,597.0,153.0,65,73,31,67,69,69,69,69,69
5793,4,100.0,50.0,3.3,12.0,1.0,30,83,26,31,69,69,69,69,69
5794,4,250.0,50.0,2.7,23.0,17.0,30,73,26,69,69,69,69,69,69
5795,10,100.0,50.0,3.5,26.0,10.0,30,73,69,69,69,69,69,69,69
5796,2,200.0,50.0,3.3,98.0,21.0,65,73,69,69,69,69,69,69,69
5797,8,600.0,50.0,3.6,132.0,74.0,30,26,69,69,69,69,69,69,69
5798,16,100.0,50.0,3.3,6.0,1.0,30,73,26,69,69,69,69,69,69
5799,4,150.0,99.0,3.2,52.0,19.0,65,9,29,31,69,69,69,69,69
5800,28,300.0,99.0,0.0,0.0,0.0,65,73,69,69,69,69,69,69,69
5801,16,350.0,50.0,3.8,272.0,119.0,30,73,26,16,69,69,69,69,69
5802,24,150.0,50.0,3.4,27.0,6.0,30,26,69,69,69,69,69,69,69
5803,26,250.0,50.0,0.0,0.0,0.0,30,73,31,20,67,69,69,69,69
5804,31,200.0,50.0,0.0,0.0,0.0,30,26,69,69,69,69,69,69,69
5805,15,150.0,50.0,3.9,152.0,81.0,45,22,31,69,69,69,69,69,69
5806,24,200.0,50.0,3.8,154.0,54.0,45,92,88,73,69,69,69,69,69
5807,28,200.0,50.0,3.3,142.0,61.0,45,73,69,69,69,69,69,69,69
5808,10,150.0,50.0,3.5,84.0,34.0,30,92,88,69,69,69,69,69,69
5809,10,150.0,50.0,3.8,27.0,18.0,30,31,29,8,67,73,69,69,69
5810,16,200.0,50.0,4.0,132.0,38.0,65,31,62,92,14,69,69,69,69
5811,16,200.0,50.0,3.4,31.0,4.0,30,4,73,26,52,69,69,69,69
5812,1,100.0,50.0,3.8,67.0,49.0,30,31,69,69,69,69,69,69,69
5813,28,150.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
5814,15,100.0,50.0,3.6,87.0,32.0,30,22,14,31,69,69,69,69,69
5815,9,200.0,50.0,3.1,6.0,3.0,30,29,14,69,69,69,69,69,69
5816,7,150.0,50.0,3.4,19.0,4.0,30,73,69,69,69,69,69,69,69
5817,1,100.0,50.0,3.3,16.0,5.0,30,73,69,69,69,69,69,69,69
5818,15,150.0,50.0,3.2,12.0,6.0,30,31,69,69,69,69,69,69,69
5819,4,150.0,50.0,4.0,114.0,68.0,30,73,88,69,69,69,69,69,69
5820,10,150.0,50.0,3.1,5.0,3.0,30,9,69,69,69,69,69,69,69
5821,34,200.0,99.0,3.7,44.0,15.0,45,73,28,69,69,69,69,69,69
5822,27,150.0,50.0,4.1,226.0,119.0,45,67,69,69,69,69,69,69,69
5823,19,100.0,50.0,3.4,7.0,4.0,30,42,29,69,69,69,69,69,69
5824,6,250.0,99.0,3.2,29.0,5.0,65,73,26,88,69,69,69,69,69
5825,7,100.0,50.0,0.0,0.0,0.0,30,73,14,69,69,69,69,69,69
5826,32,800.0,50.0,3.9,214.0,107.0,45,26,28,73,51,86,47,29,69
5827,17,350.0,50.0,3.7,282.0,50.0,45,16,73,26,69,69,69,69,69
5828,8,200.0,50.0,3.7,575.0,104.0,45,73,31,69,69,69,69,69,69
5829,34,750.0,50.0,4.3,108.0,67.0,45,32,18,8,69,69,69,69,69
5830,20,100.0,50.0,3.3,37.0,5.0,30,88,92,69,69,69,69,69,69
5831,25,200.0,50.0,4.1,410.0,234.0,45,98,67,69,69,69,69,69,69
5832,21,200.0,50.0,3.3,6.0,4.0,30,26,69,69,69,69,69,69,69
5833,13,200.0,50.0,3.5,32.0,5.0,30,73,26,69,69,69,69,69,69
5834,10,100.0,50.0,4.2,423.0,244.0,45,42,14,69,69,69,69,69,69
5835,28,200.0,50.0,0.0,0.0,0.0,30,73,26,16,69,69,69,69,69
5836,16,200.0,50.0,0.0,0.0,0.0,30,39,69,69,69,69,69,69,69
5837,19,200.0,50.0,4.0,79.0,43.0,30,29,14,69,69,69,69,69,69
5838,21,150.0,50.0,0.0,0.0,0.0,30,77,69,69,69,69,69,69,69
5839,31,200.0,50.0,3.6,78.0,52.0,30,73,26,69,69,69,69,69,69
5840,29,150.0,99.0,2.7,42.0,10.0,65,9,31,69,69,69,69,69,69
5841,13,100.0,50.0,3.2,10.0,2.0,30,73,69,69,69,69,69,69,69
5842,34,700.0,50.0,4.2,424.0,199.0,45,32,11,47,73,5,28,69,69
5843,8,200.0,50.0,3.6,77.0,25.0,30,73,26,88,69,69,69,69,69
5844,30,100.0,50.0,3.2,60.0,12.0,30,16,69,69,69,69,69,69,69
5845,6,300.0,50.0,0.0,0.0,0.0,30,31,26,69,69,69,69,69,69
5846,7,100.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
5847,6,200.0,50.0,0.0,0.0,0.0,30,73,26,69,69,69,69,69,69
5848,24,100.0,50.0,2.9,144.0,70.0,45,92,88,73,69,69,69,69,69
5849,26,250.0,50.0,4.0,812.0,383.0,30,62,2,31,69,69,69,69,69
5850,31,200.0,99.0,3.8,114.0,73.0,65,73,13,26,88,69,69,69,69
5851,17,100.0,50.0,3.5,11.0,3.0,30,65,13,92,31,69,69,69,69
5852,7,100.0,50.0,3.4,37.0,3.0,30,26,69,69,69,69,69,69,69
5853,26,200.0,50.0,3.8,10.0,5.0,30,14,29,42,69,69,69,69,69
5854,26,150.0,50.0,3.8,46.0,29.0,30,52,88,26,69,69,69,69,69
5855,27,100.0,50.0,3.7,55.0,22.0,30,73,69,69,69,69,69,69,69
5856,5,50.0,50.0,3.2,8.0,4.0,30,73,69,69,69,69,69,69,69
5857,4,150.0,50.0,3.2,18.0,3.0,30,73,69,69,69,69,69,69,69
5858,19,200.0,50.0,3.6,28.0,16.0,45,9,29,69,69,69,69,69,69
5859,21,350.0,50.0,4.4,331.0,186.0,30,22,28,69,69,69,69,69,69
5860,14,150.0,50.0,3.8,434.0,128.0,45,101,39,85,84,69,69,69,69
5861,32,100.0,50.0,3.3,45.0,31.0,30,9,31,69,69,69,69,69,69
5862,18,200.0,50.0,4.1,410.0,234.0,45,98,67,69,69,69,69,69,69
5863,8,100.0,50.0,0.0,0.0,0.0,30,31,69,69,69,69,69,69,69
5864,17,150.0,50.0,3.5,4.0,2.0,30,9,29,69,69,69,69,69,69
5865,30,300.0,50.0,3.6,579.0,100.0,45,13,86,73,16,74,69,69,69
5866,5,250.0,50.0,4.4,243.0,176.0,30,22,69,69,69,69,69,69,69
5867,4,100.0,50.0,3.5,18.0,11.0,30,73,31,69,69,69,69,69,69
5868,33,100.0,50.0,3.5,29.0,12.0,30,83,69,69,69,69,69,69,69
5869,6,100.0,50.0,0.0,0.0,0.0,30,16,68,69,69,69,69,69,69
5870,6,100.0,50.0,3.8,190.0,40.0,45,31,69,69,69,69,69,69,69
5871,27,150.0,0.0,0.0,0.0,0.0,30,16,73,68,29,14,69,69,69
5872,29,150.0,50.0,0.0,0.0,0.0,30,9,69,69,69,69,69,69,69
5873,17,50.0,50.0,3.5,9.0,2.0,30,92,69,69,69,69,69,69,69
5874,10,150.0,50.0,3.2,8.0,0.0,30,26,14,69,69,69,69,69,69
5875,28,250.0,50.0,2.6,67.0,42.0,30,73,68,26,69,69,69,69,69
5876,26,150.0,50.0,3.9,211.0,132.0,30,29,92,85,14,69,69,69,69
5877,30,200.0,50.0,3.0,16.0,2.0,45,73,26,69,69,69,69,69,69
5878,8,400.0,50.0,4.1,154.0,110.0,30,22,47,26,14,69,69,69,69
5879,10,150.0,50.0,3.5,65.0,23.0,45,22,92,31,69,69,69,69,69
5880,19,400.0,50.0,3.7,611.0,332.0,45,55,69,69,69,69,69,69,69
5881,10,300.0,50.0,3.6,37.0,19.0,45,57,73,26,69,69,69,69,69
5882,14,200.0,50.0,4.3,101.0,97.0,30,73,83,26,69,69,69,69,69
5883,4,150.0,50.0,0.0,0.0,0.0,30,73,14,29,69,69,69,69,69
5884,29,50.0,99.0,2.8,28.0,11.0,30,65,69,69,69,69,69,69,69
5885,8,200.0,50.0,3.4,221.0,22.0,65,31,26,73,69,69,69,69,69
5886,15,200.0,50.0,3.4,7.0,0.0,30,20,85,31,14,69,69,69,69
5887,10,200.0,50.0,3.5,42.0,23.0,30,19,29,69,69,69,69,69,69
5888,17,200.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
5889,17,100.0,50.0,0.0,0.0,0.0,45,14,69,69,69,69,69,69,69
5890,17,200.0,50.0,3.8,96.0,62.0,30,13,73,69,69,69,69,69,69
5891,19,200.0,50.0,3.6,27.0,7.0,30,16,26,68,69,69,69,69,69
5892,10,200.0,50.0,3.2,6.0,3.0,30,73,88,69,69,69,69,69,69
5893,29,200.0,200.0,3.9,336.0,217.0,120,9,29,69,69,69,69,69,69
5894,27,150.0,50.0,3.9,209.0,57.0,30,42,29,69,69,69,69,69,69
5895,7,100.0,50.0,3.4,16.0,11.0,30,73,69,69,69,69,69,69,69
5896,28,100.0,50.0,4.0,431.0,255.0,45,29,14,69,69,69,69,69,69
5897,17,100.0,50.0,3.9,126.0,39.0,45,92,88,69,69,69,69,69,69
5898,26,150.0,50.0,0.0,0.0,0.0,30,26,83,69,69,69,69,69,69
5899,16,100.0,50.0,3.9,35.0,10.0,30,26,83,20,88,92,69,69,69
5900,18,100.0,50.0,0.0,0.0,0.0,30,31,13,69,69,69,69,69,69
5901,28,100.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
5902,17,100.0,50.0,3.2,4.0,1.0,45,73,69,69,69,69,69,69,69
5903,19,100.0,50.0,3.9,127.0,39.0,45,55,69,69,69,69,69,69,69
5904,11,50.0,50.0,3.2,359.0,116.0,30,13,68,7,73,88,26,16,69
5905,28,150.0,50.0,2.9,0.0,0.0,30,73,68,14,31,69,69,69,69
5906,6,200.0,50.0,3.0,6.0,1.0,30,31,69,69,69,69,69,69,69
5907,29,650.0,99.0,4.5,436.0,237.0,45,73,68,69,69,69,69,69,69
5908,28,200.0,50.0,3.9,254.0,154.0,45,22,31,14,69,69,69,69,69
5909,29,250.0,99.0,4.4,1563.0,872.0,65,31,14,69,69,69,69,69,69
5910,1,150.0,50.0,3.5,10.0,8.0,30,9,29,69,69,69,69,69,69
5911,8,100.0,50.0,3.6,73.0,33.0,30,92,69,69,69,69,69,69,69
5912,8,150.0,50.0,0.0,0.0,0.0,30,73,88,26,69,69,69,69,69
5913,1,150.0,50.0,0.0,0.0,0.0,30,73,69,69,69,69,69,69,69
5914,5,200.0,50.0,3.9,306.0,223.0,30,9,31,26,69,69,69,69,69
5915,18,100.0,50.0,3.7,23.0,9.0,45,14,69,69,69,69,69,69,69
5916,19,550.0,50.0,4.3,2947.0,1508.0,45,47,62,69,69,69,69,69,69
5917,27,250.0,50.0,3.4,90.0,26.0,45,22,29,95,69,69,69,69,69
5918,25,500.0,50.0,3.8,161.0,87.0,30,73,28,88,26,69,69,69,69
5919,20,200.0,50.0,3.6,52.0,7.0,30,4,65,69,69,69,69,69,69
5920,24,400.0,50.0,2.8,16.0,6.0,30,73,26,69,69,69,69,69,69
5921,4,200.0,50.0,3.6,34.0,18.0,65,73,68,69,69,69,69,69,69
5922,17,150.0,50.0,3.6,27.0,14.0,30,14,31,69,69,69,69,69,69
5923,4,150.0,50.0,3.8,61.0,43.0,30,83,16,69,69,69,69,69,69
5924,28,100.0,50.0,0.0,0.0,0.0,30,88,69,69,69,69,69,69,69
5925,5,200.0,50.0,3.7,302.0,155.0,45,14,31,42,69,69,69,69,69
5926,30,250.0,50.0,0.0,0.0,0.0,30,16,68,26,86,69,69,69,69
5927,18,150.0,50.0,3.4,20.0,10.0,30,88,69,69,69,69,69,69,69
5928,28,200.0,50.0,3.4,19.0,6.0,30,31,69,69,69,69,69,69,69
